Name,Platform,DOIs,"Pub Dates",Citations,Code,Description,License,Categories
JGNsc,R/C++,"10.1101/2021.07.14.452387, 10.1111/biom.13645","NA, 2022-02-19",2,https://github.com/meichendong/JGNsc,"Joint Gene Network Construction by Single Cell RNA Sequencing Data under Multiple Conditions",GPL-3.0,"Gene Networks, Gene Sets, Simulation, Visualisation"
LANTSA,Python,10.1101/2022.03.13.484116,NA,2,,"LANTSA is a landmark-based transferable subspace analysis tool for single-cell and spatial transcriptomics",BSD-3-Clause,"Classification, Dimensionality Reduction"
MATTE,Python,"10.1093/bib/bbad207, 10.1101/2022.05.29.493935","2023-06-03, NA",2,https://github.com/zjupgx/MATTE,"MATTE (Module Alignment of TranscripTomE) is a python package aiming to analyze transcriptome from samples with different phenotypes in a module view",GPL-3.0,"Differential Expression, Dimensionality Reduction, Gene Filtering, Gene Sets, Normalisation, Visualisation"
MELT,Python,10.1093/bib/bbac345,2022-09-01,2,https://github.com/Ying-Lab/MELT,"A metric learning model with triplet network to obtain a suitable dissimilarity measure for hierarchical or longitudinal genomic and microbiome data",'-,"Dimensionality Reduction, Ordering"
memento,Python,10.1101/2022.11.09.515836,NA,2,https://github.com/yelabucsf/scrna-parameter-estimation,"memento is a Python package for estimating the mean, variability, and gene correlation from scRNA-seq data as well as contructing a framework for hypothesis testing of differences in these parameters between groups of cells",MIT,"Differential Expression, Simulation"
midaa,Python,10.1101/2024.04.05.588238,NA,2,https://github.com/sottorivalab/midaa,"MIDAA is a package designed for performing Deep Archetypal Analysis on multiomics data",MIT,"Dimensionality Reduction, Visualisation"
MitoTrace,R,10.3390/genes14061222,2023-06-04,2,https://github.com/lkmklsmn/MitoTrace,"MitoTrace, a user-friendly R package for the analysis of mitochondrial variation in next generation sequencing data",GPL-2.0-or-later,"Quantification, Variants"
MMIDAS,Python,10.1101/2023.10.02.560574,NA,2,https://github.com/AllenInstitute/MMIDAS,"MMIDAS (Mixture Model Inference with Discrete-coupled AutoencoderS)",'-,"Clustering, Dimensionality Reduction"
MSIsensor-RNA,Python,"10.1093/gpbjnl/qzae004, 10.1101/2023.10.09.561613","2024-01-10, NA",2,https://github.com/xjtu-omics/msisensor-rna,"MSIsensor-RNA is a member of MSIsensor family for microsatellite instability (MSI) detection using RNA expression data including Microarray, RNA-seq, and single RNA-seq",Custom,Variants
mtANN,Python/R,"10.1101/2022.11.17.516980, 10.1371/journal.pcbi.1011261","NA, 2023-06-28",2,https://github.com/Zhangxf-ccnu/mtANN,"mtANN is a novel cell-type annotation framework that integrates ensemble learning and deep learning simultaneously, to annotate cells in a new query dataset with the help of multiple well-labeled reference datasets",'-,Classification
N-ACT,Python,10.1101/2022.05.12.491682,NA,2,https://github.com/SindiLab/N-ACT,"An Interpretable Deep Learning Model for Automatic Cell Type and Salient Gene Identification",MIT,Classification
NetImpute,R,10.1186/s12859-020-03547-w,2020-06-11,2,https://github.com/yiangcs001/NetImpute,"NetImpute performs identification of cell types from scRNA-seq data by interpreting multiple types of biological networks. Net library uses a static method to detect the noise data items in scRNA-seq data and develop a new imputation model for estimating real values of data nois by integrating the PPI network and gene pathways. Based on data imputed by multiple types of biological networks, an integrated approach is used to identify the cell types from scRNA-seq data.",GPL-3.0,Imputation
ORIGINS2,R,10.1016/j.mex.2023.102179,2023,2,https://github.com/danielasenraoka/ORIGINS2,"R package that calculates the activity of protein-protein interaction networks (PPIN) associated with biological processes for scRNA-seq data",MIT,"Gene Networks"
PreCanCell,R,10.1016/j.csbj.2023.07.009,2023-07,2,https://github.com/WangX-Lab/PreCanCell,"PreCanCell is a simple and effective ensemble learning algorithm for predicting cancer and non-cancer cells from single-cell transcriptomes",GPL-3.0,Classification
QClus,Python,10.1101/2022.10.21.513315,NA,2,https://github.com/scHEARTGROUP/qclus,"A novel nuclei filtering method targeted to human heart samples",MIT,"Quality Control"
REBET,R,10.1093/bib/bbab204,2021-06-15,2,https://github.com/genemine/REBET,"REBET, is a method for determining the number of cell clusters is based on gene expression profile",GPL-1.0,Clustering
RECOMBINE,R/C++,10.1101/2023.07.17.549344,NA,2,https://github.com/korkutlab/recombine,"RECOMBINE (REcurrent COmposite Markers for Biological Identities with Neighborhood Enrichment) is a computational framework for unbiased selection of discriminant markers that hierarchically distinguish cells",Apache-2.0,"Marker Genes, Visualisation"
scASK,MATLAB,"10.1101/2020.06.07.138271, 10.1109/jbhi.2021.3050963, 10.1109/JBHI.2021.3050963","NA, 2021, 2021",2,https://github.com/liubo2358/scASKcmd,"scASK is a novel and robust ensemble framework that is especially suited for cell type classification based on scRNA-seq data",'-,"Classification, Dimensionality Reduction, Interactive"
scBayes,C++,10.1101/gr.278234.123,2024-01-09,2,https://gitlab.com/yiq/scbayes,"scBayes assigns single cells from scRNA and scATAC sequencing to subclones reconstructed from bulk DNA sequencing",'-,"Classification, Integration"
scBiG,Python,10.1093/nargab/lqae004,2024-01-29,2,https://github.com/sldyns/scBiG,"scBiG can effectively learn low-dimensional representations of both cells and genes, amenable to diverse downstream analytical tasks",MIT,"Dimensionality Reduction"
scClassifR,R,10.1101/2020.12.22.424025,NA,2,https://github.com/grisslab/scClassifR,"The scClassifR package automatically classifies cells in scRNA-seq datasets",MIT,Classification
scellpam,R/C/C++,10.1186/s12859-023-05471-1,2023-09-14,2,https://github.com/cran/scellpam,"PAM (Partitioning Around Medoids) algorithm application to samples of single cell sequencing techniques with a high number of cells",GPL-2.0-or-later,Clustering
scEvoNet,Python,"10.1101/2022.12.07.519467, 10.1186/s12859-023-05213-3","NA, 2023-03-06",2,https://github.com/monsoro/scEvoNet,"scEvoNet generates cell state / gene network between species or different time points in the same organism using scRNA-seq matrices as an input",MIT,"Gene Networks, Ordering"
Sciviewer,Python,"10.1093/bioinformatics/btab689, 10.1101/2021.08.12.455997","2021-10-02, NA",2,https://github.com/colabobio/sciviewer,"This is an interactive viewer for 2D embeddings such as UMAP or tSNE of high dimensional single-cell RNA-seq data that is run directly out of the Jupyter Notebook environment",MIT,"Interactive, Visualisation"
scKWARN,R/C++,10.1093/bioinformatics/btae008,2024-01-17,2,https://github.com/cyhsuTN/scKWARN,"Single-cell RNA Sequencing Normalization Using A Local Average Technique",GPL-2.0-or-later,Normalisation
scMulan,Python,10.1101/2024.01.25.577152,NA,2,https://github.com/SuperBianC/scMulan,"A Multitask Generative Pre-trained Language Model for Single-Cell Analysis",MIT,"Classification, Dimensionality Reduction, Integration, Perturbations, Simulation"
scNAT,Python,10.1186/s13059-023-03129-y,2023-12-18,2,https://github.com/biqing-zhu/scNAT,"A deep learning method for integrating paired single cell RNA and T cell receptor sequencing profiles",MIT,"Dimensionality Reduction, Integration"
scpoisson,R,"10.1186/s12859-023-05349-2, 10.21203/rs.3.rs-2517698/v1","2023-06-17, NA",2,https://CRAN.R-project.org/package=scpoisson,"Useful to visualize the Poissoneity (an independent Poisson statistical framework, where each RNA measurement for each cell comes from its own independent Poisson distribution) of Unique Molecular Identifier (UMI) based single cell RNA sequencing (scRNA-seq) data, and explore cell clustering based on model departure as a novel data representation",MIT,"Clustering, Visualisation"
scPSM,R,10.1093/bib/bbac275,2022-07-12,2,https://github.com/eleozzr/scPSM,"ScPSM (a propensity score matching method for scRNA-seq data) is a statistical tool useful for simultaneously correcting batch effect, imputing dropout and denoising gene expression",MIT,"Imputation, Integration"
scQCEA,R,10.1186/s12864-023-09447-6,2023-07-06,2,https://github.com/isarnassiri/scQCEA,"scQCEA (acronym of the single-cell RNA sequencing Quality Control and Enrichment Analysis) is an R package for annotation and quality control report of scRNA-Seq profiles",GPL-2.0,"Classification, Interactive, Quality Control"
scQcut,Python,10.1101/2021.07.15.452521,NA,2,https://github.com/mary77/scQcut,"scQcut, employs a topology-based criterion to guide the construction of KNN graph, and then applies an efficient modularity-based community discovery algorithm to predict robust cell clusters",'-,Clustering
SCSit,C/Python,10.1016/j.csbj.2021.08.021,2021,2,https://github.com/shang-qian/SCSit,"A high-efficiency preprocessing tool for single-cell sequencing data from SPLiT-seq",MIT,UMIs
SEPIRA,R,10.1101/553040,NA,2,https://github.com/YC3/SEPIRA,"SEPIRA includes SCIRA (Single Cell Inference of Regulatory Activity), which leverages the power of large-scale bulk RNA-Seq datasets to infer high-quality tissue-specific regulatory networks, from which regulatory activity estimates in single cells can be subsequently obtained.",GPL-3.0,"Gene Networks"
SMAI,R,"10.1073/pnas.2313719121, 10.1101/2023.08.03.551836","2024-02-28, NA",2,https://github.com/rongstat/SMAI,"Spectral Manifold Alignment and Inference for Alignability Testing and Single-Cell Data Integration",MIT,"Clustering, Dimensionality Reduction, Integration"
STEGO-R,R,10.1101/2023.09.27.559702,NA,2,https://github.com/KerryAM-R/STEGO.R,"STEGO.R: an application to aid in scRNA-seq and scTCR-seq processing and analysis",GPL-3.0,Immune
tauFisher,R,10.1101/2023.04.04.535473,NA,2,https://github.com/micnngo/tauFisher,"Circadian time prediction from genomic data",GPL-3.0,"Cell Cycle"
TimeTalk,R,10.1038/s42003-023-05283-2,2023-09-02,2,https://github.com/ChengLiLab/TimeTalk,"TimeTalk An R package to perform cell-cell communication studies by utilizing temporal information behind single-cell sequencing",GPL-3.0,"Expression Patterns, Ordering"
TimiGP,R,"10.1016/j.xcrm.2023.101121, 10.1101/2022.11.17.515465","2023-07, NA",2,https://github.com/CSkylarL/TimiGP,"An R package to infer cell functional interactions and clinical values in tumor immune microenvironment through gene pairs",GPL-3.0,"Gene Networks, Immune"
UNAGI,Python,10.21203/rs.3.rs-3676579/v1,NA,2,https://github.com/mcgilldinglab/UNAGI,"UNAGI: Deep Generative Model for Deciphering Cellular Dynamics and In-Silico Drug Discovery in Complex Diseases",'-,"Dimensionality Reduction, Gene Networks, Integration, Perturbations"
vaeda,Python,"10.1093/bioinformatics/btac720, 10.1101/2022.04.15.488440","2022-11-07, NA",2,https://github.com/kostkalab/vaeda,"vaeda (variaitonal auto-encoder (vae) for doublet annotation (da)) is a python package for doublet annotation in single cell RNA-sequencing",MIT,"Quality Control"
ZINBMM,R,10.1186/s13059-023-03046-0,2023-09-11,2,https://github.com/mengyunwu2020/ZINBMM,"A Zero-Inflated Negative Binomical mixture model for simultaneous scRNA-seq data clustering and biological relevant gene selection",GPL-2.0,"Clustering, Marker Genes"
AlzScPred,Python,10.1101/2023.07.07.548171,NA,1,https://github.com/raghavagps/alzscpred,"A computational approach tool to predict Alzheimer's affected patients from their single cell RNA seq data",GPL-3.0,Classification
Anchored-Fusion,Python,10.1016/j.crmeth.2024.100733,2024-03,1,https://github.com/ShenLab-Genomics/Anchored-Fusion,"Anchored-fusion is a bioinformatic tool which detects fusion genes bases on paired-end RNA-sequence with ultrahigh sensitivity",GPL-3.0,Variants
Annotatability,Python,10.1101/2024.04.06.588373,NA,1,https://github.com/nitzanlab/Annotatability,"Annotatability, a method to identify meaningful patterns in single-cell genomics data through annotation-trainability analysis",MIT,"Classification, Dimensionality Reduction"
BayesEATS,R/C++,10.1007/s12561-021-09308-4,2021-04-12,1,https://github.com/jingeyu/BayesEATS,"The R package BayesEATS implements the method BEATS that integrates scRNA-seq data and bulk ST data to simultaneously cluster cells, partition spatial spots into different regions, and estimate cellular enrichments of spots in the Bayesian framework",GPL-2.0-or-later,"Clustering, Integration"
BEANIE,Python,10.1101/2021.10.22.465130,NA,1,https://github.com/sjohri20/beanie,"BEANIE is a python package for differential enrichment analysis in single cell RNA-seq data",GPL-2.0,"Gene Sets, Visualisation"
CAISC,R,10.1186/s12859-022-04625-x,2022-03-21,1,https://github.com/lizamathews/CAISC,"CAISC, which stands for Clonal Architecture with Integration of SNV and CNV, is a software that integrates copy number variation and single nucleotide mutations for genetic heterogeneity profiling and subclone detection by single-cell RNA sequencing",'-,"Clustering, Integration, Variants, Visualisation"
Canopy2,R,10.1101/2024.03.18.585595,NA,1,https://github.com/annweideman/canopy2,"An R package that uses Bayesian and computational methods to infer the tumor phylogenetic tree from bulk DNA whole exome sequencing (WES) and single-cell RNA sequencing (scRNA-seq)",MIT,"Ordering, Simulation, Variants, Visualisation"
CCLONE,Python,10.1101/2024.02.21.581377,NA,1,https://github.com/ValerieMarot/clonal_tracing_package,"This package provides functions for analyis of single-cell variant call data",'-,"Variants, Visualisation"
ccNet,Python,10.1093/bioinformatics/btac114,2022-02-21,1,https://github.com/Just-Jia/ccNet,"Ccnet, cell-cell network, is a single-cell RNA sequencing data analysis package based on non-uniform epsilon-neighborhood network (NEN)",GPL-3.0,"Dimensionality Reduction, Expression Patterns, Ordering, Visualisation"
cellograph,Python,"10.1101/2023.02.24.528672, 10.1186/s12859-024-05641-9","NA, 2024-01-15",1,https://github.com/jashahir/cellograph,"Cellograph is a graph neural network model that uses a two-layer graph convolutional network to analyze single-cell RNA sequencing data",MIT,"Dimensionality Reduction, Perturbations"
CellTools,R,10.1101/2021.10.15.464552,NA,1,https://github.com/TrakhtenbergLab/CellTools,"CellTools is a suite of single-cell analytical tools",GPL-3.0,Imputation
CIA,Python,10.1101/2023.11.30.569382,NA,1,https://github.com/ingmbioinfo/cia,"CIA (Cluster Independent Annotation) is a new computational tool that enables a highly accurate automatic classification of cells in scRNA-seq datasets exploiting gene signatures",MIT,Classification
CITEViz,R,"10.1101/2022.05.15.491411, 10.1186/s12859-024-05762-1","NA, 2024-04-02",1,https://github.com/maxsonBraunLab/CITEViz,"CITEViz is a single-cell visualization platform with a custom module that replicates the interactive flow-cytometry gating workflow",MIT,"Classification, Interactive, Visualisation"
Compartmap,R,10.1101/2021.05.17.444465,NA,1,https://github.com/biobenkj/compartmap,"Direct inference of higher-order chromatin structure in individual cells from scRNA-seq and scATAC-seq",GPL-3.0,"Integration, Visualisation"
COSGR,R,10.1101/2021.06.15.448484,NA,1,https://github.com/genecell/COSGR,"R implementation of COSG",BSD-3-Clause,"Marker Genes"
CTMM,Python/R,10.1101/2023.02.24.529987,NA,1,https://github.com/Minhui-Chen/CTMM,"CTMM estimates the variance of gene expression specific to each cell type and shared across cell types",GPL-3.0,"Differential Expression"
D-EE,C/R,10.1093/gigascience/giaa126,2020-11-11,1,https://github.com/ShaokunAn/D-EE,"D-EE: a distributed software for visualizing intrinsic structure of large-scale single-cell data",GPL-3.0,"Dimensionality Reduction, Visualisation"
DeepKINET,Python,10.1101/2023.11.25.568659,NA,1,https://github.com/3254c/DeepKINET,"DeepKINET is a deep generative model to estimate mRNA kinetic rates at the single-cell level",MIT,"Ordering, Visualisation"
DICE,R,10.1016/j.isci.2022.105709,2022-12,1,https://github.com/aet21/DICE,"DICE is an R-package which uses the concept of Distance Covariance Entropy to help quantify bifurcation dynamics from scRNA-Seq data",GPL-3.0,Ordering
DIISCO,Python,10.1101/2023.11.14.566956,NA,1,https://github.com/azizilab/DIISCO_public,"A probabilistic programming method to characterize dynamic cellular interactions in longitudinal scRNA-seq data",MIT,"Gene Networks"
dsCellNet,R,10.1016/j.csbj.2022.07.047,2022,1,https://github.com/songzh523/dsCellNet,"Identifies interactions according to protein localizations and reinforces them via dynamic time warping within each time point and between adjacent time points",'-,"Gene Networks"
Dune,R,10.1101/2020.03.03.974220,NA,1,https://github.com/HectorRDB/Dune,"Dune is an R Package that provides a parameter-free method for optimizing the trade-off between the resolution of clusters and their replicability across datasets",MIT,"Clustering, Visualisation"
eSVD2,R/C++/C,"10.1101/2023.11.22.568369, 10.1186/s12859-024-05724-7","NA, 2024-03-15",1,https://github.com/linnykos/eSVD2,"eSVD estimates an embedding for each cell with respect to a hierarchical model where the inner product between the row's and column's latent vectors is the natural parameter of a one-parameter exponential family random variable",MIT,"Differential Expression, Dimensionality Reduction"
exdyn,Python,10.1101/2024.04.01.587302,NA,1,https://github.com/kojikoji/exdyn,"Exdyn is intended to analyze colocalization relation ships between single cell transcriptomes, integrating them with spatial transcriptome",MIT,"Expression Patterns, Gene Networks, Integration, Ordering, Visualisation"
fcoex,R,10.1101/2021.12.07.471603,NA,1,https://github.com/csbl-usp/fcoex,"The fcoex package implements an easy-to use interface to co-expression analysis based on the FCBF (Fast Correlation-Based Filter) algorithm.",GPL-3.0,"Gene Networks, Visualisation"
FeatureCorr,R,10.1016/j.simpa.2021.100144,2021-11,1,https://github.com/DKundnani/FeatureCorr,"An R package to study feature correlations aided with data transformation for Next Generation sequencing and microarray data",GPL-3.0,"Transformation, Visualisation"
FORKS,Python,10.1101/132811,NA,1,https://github.com/macsharma/FORKS,"Finding Orderings Robustly using K-means and Steiner trees (FORKS), an algorithm that pseudo-temporally orders cells and thereby infers bifurcating state trajectories.",GPL-3.0,"Clustering, Gene Filtering, Normalisation, Ordering, Visualisation"
Fotomics,Python,"10.1007/s10462-022-10357-4, 10.1101/2022.07.08.499309","2022-12-09, NA",1,https://github.com/VafaeeLab/Fotomics-Imagification,"Fotomics: Fourier transform-based omics imagification for deep learning-based cell-identity mapping using single-cell omics profiles",GPL-3.0,"Normalisation, Transformation"
gExcite,Snakemake/R/Python,"10.1093/bioinformatics/btad329, 10.1101/2022.05.23.490488","2023-05-01, NA",1,https://github.com/ETH-NEXUS/gExcite_pipeline,"A start-to-end framework for single-cell gene expression, hashing, and antibody analysis",GPL-3.0,"Alignment, Differential Expression, Immune, Quantification, UMIs"
GrID-Net,Python,10.1101/2023.03.02.530529,NA,1,https://github.com/alexw16/gridnet,"GrID-Net (Granger Inference on DAGs) is a graph neural network framework for Granger causal inference on directed acyclic graph (DAG)-structured dynamical systems",MIT,"Gene Networks, Integration"
GRouNdGAN,Python,10.1101/2023.07.25.550225,NA,1,https://github.com/Emad-COMBINE-lab/GRouNdGAN,"GRN-guided in silico simulation of single-cell RNA-seq data using Causal Generative Adversarial Networks",AGPL-3.0,Simulation
gssnng,Python,"10.1093/bioadv/vbad150, 10.1101/2022.11.29.518384","2023-01-01, NA",1,https://github.com/IlyaLab/gssnng,"Gene Set Scoring on the Nearest Neighbor Graph (gssnng) for Single Cell RNA-seq (scRNA-seq)",MIT,"Gene Sets"
Haisu,Python,10.1101/2020.10.05.324798,NA,1,https://github.com/Cobanoglu-Lab/Haisu,"Hierarchical Supervised Nonlinear Dimensionality Reduction",MIT,"Dimensionality Reduction"
HIPPO,R,10.1101/2020.03.31.018911,NA,1,https://github.com/tk382/HIPPO,"Single cell UMI analysis tool that focuses on zero-inflation to detect biological heterogeneity.",GPL-2.0-or-later,"Differential Expression, Dimensionality Reduction, Imputation, Visualisation"
INSISTC,Python,"10.1016/j.ygeno.2022.110480, 10.1101/2022.05.17.492304","2022-09, NA",1,https://hulab.ucf.edu/research/projects/INSISTC,"A computational method to incorporate gene regulatory network structure information for single-cell type classification",'-,"Classification, Gene Networks"
IsoCell,R,10.1109/TCBB.2022.3147193,2022,1,https://github.com/genemine/IsoCell,"An approach to enhance single cell clustering by integrating isoform-level expression through orthogonal projection",'-,Clustering
langevitour,R/Python/Javascript,"10.1101/2022.08.24.505207, 10.32614/RJ-2023-046","NA, 2023-11-01",1,https://github.com/pfh/langevitour,"Interactive, animated 2D projections of high-D datasets",MIT,"Dimensionality Reduction, Interactive, Visualisation"
Longcell,R,10.21203/rs.3.rs-2674892/v1,NA,1,https://github.com/yuntianf/Longcell,"Longcell is a package for single cell/Visium spot alternative splicing analysis",MIT,"Alternative Splicing, Visualisation"
mastR,R,10.1101/2024.04.24.590691,NA,1,https://github.com/DavisLaboratory/mastR,"An R package for automatically screening group specific signature for specific tissues",MIT,"Differential Expression, Gene Sets, Marker Genes, Visualisation"
MDIC3,Python,10.1016/j.patter.2023.100911,2024-01,1,https://github.com/LYxiaotai/MDIC3,"Matrix Decomposition to Infer Cell-Cell Communication",'-,"Gene Networks"
MetacellAnalysisToolkit,R/Python/Shell,10.1101/2024.02.04.578815,NA,1,https://github.com/GfellerLab/MetacellAnalysisToolkit,"Toolkit for metacell analysis. It consists of the MATK command line tool to easily identify metacells with either SEACells, SuperCell or MetaCell2 with a joined R package for metacell quality control and visualization",'-,"Dimensionality Reduction, Visualisation"
MICTI,Python,10.1101/686659,NA,1,https://github.com/insilicolife/micti,"Marker gene Identification for Cell Type Identity",MIT,"Marker Genes, Visualisation"
NIFA,R/C++,"10.1093/bioinformatics/btac136, 10.1101/2020.01.31.927921","2022-03-18, NA",1,https://github.com/wgmao/NIFA,"Non-negative Independent Factor Analysis (NIFA) simultaneously models uni- and multi-modal latent factors and can so isolate discrete cell-type identity and continuous pathway-level variations into separate components",'-,"Dimensionality Reduction"
NLBayes,Python/R/C++,"10.1093/nargab/lqad106, 10.1101/2023.05.03.539308","2023-10-11, NA",1,https://github.com/umbibio/nlbayes-python,"NLBayes is a tool for the inference of transcription factor (TF) activity from differential gene expression data",MIT,"Gene Networks"
phenotype-cover,Python,10.1016/j.crmeth.2022.100332,2022-11,1,https://github.com/euxhenh/phenotype-cover,"Multiset multicover methods for discriminative marker selection",MIT,"Marker Genes, Visualisation"
PhylEx,C++,10.1101/2021.02.16.431009,NA,1,https://github.com/junseonghwan/PhylEx,"Integrated analysis of bulk aDNA-seq and single cell RNA-seq data",'-,"Integration, Variants"
Polaratio,R/C++/Python,10.1101/2020.12.20.423308,NA,1,https://github.com/dubai03nsr/Polaratio,"Polaratio is a monotonic correlation metric that accounts for the magnitude of separation among observations",MIT,Clustering
Pollock,Python,10.1093/bioadv/vbac028,2022-05-13,1,https://github.com/ding-lab/pollock,"Pollock is a deep learning method for single cell classification",BSD-3-Clause,Classification
RADO,Python,10.1101/2023.10.30.564840,NA,1,https://github.com/poseidonchan/RADO,"RADO: Robust and Accurate DOublet detection",MIT,"Quality Control"
Red_Panda,Perl,"10.1101/2020.01.08.898874, 10.1186/s12864-020-07224-3","NA, 2020-12-29",1,https://github.com/adamcornish/red_panda,"Red Panda employs the unique information found in scRNA-seq to increase accuracy of variant detection compared to software designed for bulk sequencing.",MIT,Variants
SASCRiP,Python/R,10.12688/f1000research.75243.1,2022-02-15,1,https://github.com/Darisia/SASCRiP,"Sequencing Analysis of Single-Cell RNA in Python (SASCRiP) is a python package with wrapper functions that use the widely used Seurat and BUStools to perform single-cell RNA sequencing data pre-processing and visualisation",AGPL-3.0,"Quality Control, Quantification"
SCA,Python,10.1101/2021.01.19.427303,NA,1,https://github.com/bendemeo/shannonca,"Shannon Components Analysis (formerly called scalpel) is a dimensionality reduction technique for single-cell data which leverages mathematical information theory to identify biologically informative axes of variation in single-cell transcriptomic data",MIT,"Dimensionality Reduction, Rare Cells"
scAce,Python,10.1093/bioinformatics/btad546,2023-09-06,1,https://github.com/sldyns/scAce,"scAce is consisted of three major steps, a pre-training step based on a variational autoencoder, a cluster initialization step to obtain initial cluster labels, and an adaptive cluster merging step to iteratively update cluster labels and cell embeddings",MIT,"Clustering, Dimensionality Reduction"
Scanpro,Python,"10.1101/2023.08.14.553234, 10.21203/rs.3.rs-3375942/v1","NA, NA",1,https://github.com/loosolab/scanpro,"Scanpro is a modular tool for proportion analysis, seamlessly integrating into widely accepted frameworks in the python environment",MIT,Modality
scASfind,R/C++,10.1101/2023.08.19.553947,NA,1,https://github.com/hemberg-lab/scASfind,"scASfind conducts rapid searching and returns feature-enriched cell types or cell type-specific splicing signatures, respectively",MIT,"Alternative Splicing, Marker Genes, Visualisation"
scCancer2,R,"10.1093/bioinformatics/btae028, 10.1101/2023.08.22.554137","2024-01-18, NA",1,https://github.com/czythu/scCancer,"An updated our R toolkit, scCancer, based on massive single-cell transcriptome and spatial transcriptome data",MIT,"Cell Cycle, Clustering, Gene Networks, Integration, Stem Cells, Visualisation"
scCross,Python,10.1101/2023.11.22.568376,NA,1,https://github.com/mcgilldinglab/scCross,"A Deep Learning-Based Model for the integration, cross-dataset cross-modality generation, self augmentation and matched multi-omics simulation of single-cell multi-omics data",MIT,"Dimensionality Reduction, Integration, Perturbations, Simulation"
scCrossTalk,R,10.1016/j.eng.2023.12.004,2024-05,1,https://github.com/multitalk/scCrossTalk,"This tool is used to infer and visualize cell-cell communication mediated by ligand-receptor interactions for single-cell RNA-seq data",GPL-3.0,"Gene Networks, Visualisation"
scDecouple,R,"10.1093/bib/bbae011, 10.1101/2023.01.31.526445","2024-01-22, NA",1,https://github.com/MengQiuchen/scDecouple,"scDecouple is an R package that aims to decouple true cellular response from infected proportion bias in scCRISPR-seq",'-,"Gene Sets, Perturbations, Variants"
scEC,R/Python,10.1101/2020.10.01.322255,NA,1,https://github.com/mjcasy/scEC,"Single-cell Entropic Clustering (scEC) provides an entropy based approach to normalisation, feature selection, differential expression analysis and unsupervised clustering of single-cell RNA-sequencing data",MIT,"Clustering, Differential Expression, Variable Genes"
scGREAT,Python,10.1101/2023.01.27.525916,NA,1,https://github.com/ChaozhongLiu/scGREAT,"Single-cell Graph-based Regulatory Element Analysis Toolkit (scGREAT) takes as input the single-cell multiome data for various kinds of regulation-based analyses",GPL-3.0,"Clustering, Gene Networks, Marker Genes, Ordering, Visualisation"
scJIVE,R/C++,10.1101/2023.10.25.563973,NA,1,https://github.com/oconnell-statistics-lab/scJIVE,"Joint and Individual Variation Explained for single-cell sequencing data (scJIVE) can be used to extract shared biological patterns from multi-source sequencing data while adjusting for individual non-biological variations",MIT,"Dimensionality Reduction, Integration, Visualisation"
scLANE,R/C++,10.1101/2023.12.19.572477,NA,1,https://github.com/jr-leary7/scLANE,"The scLANE package enables users to accurately determine differential expression of genes over pseudotime or latent time, and to characterize gene’s dynamics using interpretable model coefficients",MIT,"Differential Expression, Expression Patterns, Gene Sets, Visualisation"
scLAPA,R,10.1101/2021.01.04.425335,NA,1,https://github.com/BMILAB/scLAPA,"Learning association for single-cell transcriptomics by integrating single-cell profiling of gene expression and alternative polyadenylation",'-,"Alternative Splicing, Clustering"
scLKME,Python,10.1101/2023.11.13.566846,NA,1,https://github.com/CompCy-lab/scLKME,"scLKME is a computational approach designed for generating sample embeddings in multi-sample single-cell data",MIT,"Dimensionality Reduction"
scNCA,R,10.1101/543314,NA,1,https://github.com/gongx030/scNCA,"scNCA is an R package for integrating multiple sources of temporal single cell RNA-seq data",MIT,"Integration, Simulation"
scNovel,Python,10.1093/bib/bbae112,2024-03-28,1,https://github.com/chuanyang-Zheng/scNovel,"A neural network framework for novel rare cell deteciton",MIT,"Classification, Rare Cells"
SComatic,Python/R,10.1101/2022.11.22.517567,NA,1,https://github.com/cortes-ciriano-lab/SComatic,"SComatic is a tool that provides functionalities to detect somatic single-nucleotide mutations in high-throughput single-cell genomics and transcriptomics data sets",'-,"Quantification, Variants"
scopeplus,Python,10.1101/2022.12.03.518997,NA,1,https://github.com/hiyin/scopeplus,"Scope+ is a modern, scalable and generalized single-cell atlas portal archictecture",MIT,"Interactive, Visualisation"
scPAFA,Python,10.1101/2024.03.11.584023,NA,1,https://github.com/ZhuoliHuang/scPAFA,"A Python library designed for large-scale single-cell datasets allowing rapid PAS computation and uncovering biologically interpretable disease-related multicellular pathway modules",GPL-3.0,"Gene Sets, Simulation, Visualisation"
SCPattern,R,10.1101/046110,NA,1,https://github.com/lengning/SCPattern,"A statistical approach to identify and classify expression changes in single cell RNA-seq experiments with ordered conditions.",Apache-2.0,"Differential Expression, Expression Patterns, Interactive"
scPheno,Python,10.1101/2023.03.04.531126,NA,1,https://github.com/ZengFLab/scPheno,"scPheno is to extract variations on gene expression associated with phenotypes, which can be categorical, compositional, normal, and discrete covariates",MIT,Normalisation
scReadSim,Python/R,"10.1038/s41467-023-43162-w, 10.1101/2022.05.29.493924","2023-11-18, NA",1,https://github.com/JSB-UCLA/scReadSim,"A single cell multi-omics read simulator",MIT,"Quantification, Simulation"
SCREEN,Python,10.1007/s11704-024-31014-9,2024-03-22,1,https://github.com/Califorya/SCREEN,"Predicting single-cell gene expression perturbation responses using optimal transport",'-,Perturbations
